Country,PrimaryDatabase,YearsWithThisDatabase,EmploymentStatus,JobTitle,HoursWorkedPerWeek,EmploymentSector,SalaryUSD
United States,Microsoft SQL Server,10,Full time employee,Developer: T-SQL,40,Private business,103520
United States,Microsoft SQL Server,12,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",45,Private business,115000
United States,Microsoft SQL Server,4,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),36,Non-profit,87000
United States,Microsoft SQL Server,6,Full time employee,Developer: T-SQL,35,"Education (K-12, college, university)",63330
South Africa,Microsoft SQL Server,11,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",45,Private business,24000
United States,Microsoft SQL Server,17,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,Private business,81000
United States,Microsoft SQL Server,14,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",40,Private business,170000
United States,Microsoft SQL Server,6,Full time employee,Developer: T-SQL,38,"Education (K-12, college, university)",90900
United States,Microsoft SQL Server,12,Full time employee,"Developer: App code (C#, JS, etc)",40,Private business,110040
France,Microsoft SQL Server,1,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,Private business,72446
United States,Microsoft SQL Server,20,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),45,Private business,130000
United States,Microsoft SQL Server,9,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,Private business,80000
United States,Microsoft SQL Server,8,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,Private business,115000
United States,Microsoft SQL Server,20,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),50,Private business,120000
United States,Microsoft SQL Server,14,Full time employee,Developer: T-SQL,46,Private business,110000
United States,Azure SQL DB,15,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",40,Private business,145000
United States,Microsoft SQL Server,12,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",40,"Education (K-12, college, university)",81000
United States,Microsoft SQL Server,7,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",40,Private business,95600
United States,Microsoft SQL Server,7,Full time employee,Developer: T-SQL,40,Private business,67000
United States,Microsoft SQL Server,20,Full time employee,Architect,55,Private business,185000
United States,Microsoft SQL Server,23,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),44,Private business,120000
United States,Microsoft SQL Server,8,Full time employee,Manager,45,Private business,217000
Canada,Microsoft SQL Server,8,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",45,Private business,80000
United States,Microsoft SQL Server,23,Full time employee of a consulting/contracting company,"Developer: App code (C#, JS, etc)",50,Private business,194000
Canada,Microsoft SQL Server,25,Full time employee,Architect,60,Private business,75344
United States,Microsoft SQL Server,11,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",50,Private business,120000
United States,Microsoft SQL Server,16,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",45,Private business,95000
United States,Microsoft SQL Server,1,Full time employee,Analyst,45,Non-profit,52000
Sweden,Microsoft SQL Server,19,"Independent consultant, contractor, freelancer,  or company owner",Developer: T-SQL,35,Private business,64000
United States,Microsoft SQL Server,10,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",50,Private business,124000
United States,Microsoft SQL Server,7,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",40,Private business,123000
Thailand,Microsoft SQL Server,7,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),42,Private business,18181
India,Microsoft SQL Server,12,Full time employee,Architect,11,Private business,30800
United States,Microsoft SQL Server,5,Full time employee,Manager,60,Private business,143000
India,Microsoft SQL Server,14,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,Private business,45000
Romania,Microsoft SQL Server,5,Part time,"Developer: App code (C#, JS, etc)",32,Private business,22140
United States,Microsoft SQL Server,25,Full time employee,Manager,45,Private business,160000
United Kingdom,Microsoft SQL Server,4,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",37,Local government,47573.49
Netherlands,Microsoft SQL Server,15,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,Non-profit,66000
France,Microsoft SQL Server,5,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,Private business,60500
Australia,Microsoft SQL Server,18,Full time employee of a consulting/contracting company,"Developer: App code (C#, JS, etc)",40,Private business,112
United States,Microsoft SQL Server,7,Full time employee,Engineer,40,"Education (K-12, college, university)",73500
United Kingdom,Microsoft SQL Server,11,Full time employee,"Developer: App code (C#, JS, etc)",38,Private business,44774
United Kingdom,Microsoft SQL Server,15,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",40,Private business,80000
Netherlands,Microsoft SQL Server,10,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",40,"Education (K-12, college, university)",52000
Norway,Microsoft SQL Server,10,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",37,Private business,87227
Poland,Microsoft SQL Server,9,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,Private business,36000
India,Microsoft SQL Server,14,"Independent consultant, contractor, freelancer,  or company owner","DBA (Development Focus - tunes queries, indexes, does deployments)",60,Private business,400000
United States,Microsoft SQL Server,10,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",60,Private business,81000
United Kingdom,Microsoft SQL Server,10,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",42,Private business,70000
United States,Azure SQL DB,1,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",40,Private business,85000
United Kingdom,Microsoft SQL Server,10,Full time employee,Developer: T-SQL,42,Private business,56000
United States,Microsoft SQL Server,17,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),45,Private business,95612
Belarus,Microsoft SQL Server,10,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",40,Private business,28800
France,Microsoft SQL Server,6,"Independent consultant, contractor, freelancer,  or company owner","DBA (Production Focus - build & troubleshoot servers, HA/DR)",40,Private business,81000
United States,Microsoft SQL Server,6,Full time employee,Developer: T-SQL,45,Private business,75000
United States,Other,2,Full time employee of a consulting/contracting company,Engineer,55,Private business,130000
United States,Microsoft SQL Server,7,Full time employee of a consulting/contracting company,Engineer,60,Private business,112000
United States,Microsoft SQL Server,7,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,Private business,86600
Czech Republic,Microsoft SQL Server,15,"Independent consultant, contractor, freelancer,  or company owner",DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),50,Private business,75000
United States,Microsoft SQL Server,3,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",40,Local government,85000
Germany,Microsoft SQL Server,8,Full time employee,Developer: T-SQL,40,Private business,60000
United States,Microsoft SQL Server,24,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",40,"Education (K-12, college, university)",46000
United States,Microsoft SQL Server,13,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,Private business,103000
United States,Microsoft SQL Server,10,Full time employee,Architect,40,Private business,97000
United States,Microsoft SQL Server,6,Full time employee,"Developer: App code (C#, JS, etc)",40,Private business,63000
United States,Microsoft SQL Server,12,Full time employee,Manager,50,Private business,105000
United States,Oracle,20,Full time employee,Manager,52,Private business,125000
