,Address,Bedrooms,Bathrooms,Sqm,Cost
8536,"Quezon City / QC, Metro Manila",4,4,221,19500000.0
8537,"San Jose, Batangas",2,2,48,2700000.0
8538,"Lipa, Batangas",2,2,84,3940000.0
8539,"Las Piñas, Metro Manila",4,2,117,7130000.0
8540,"Malolos, Bulacan",5,3,239,13100000.0
8541,"San Rafael, Bulacan",2,1,46,1900000.0
8542,"Antipolo, Rizal",3,3,172,8500000.0
8543,"San Fernando, Pampanga",2,1,43,1060000.0
8544,"Antipolo, Rizal",3,3,172,8500000.0
8545,"Trece Martires, Cavite",3,2,77,3100000.0
8546,"Fairview, Quezon City / QC, Metro Manila",7,11,1200,70000000.0
8547,"Ivisan, Capiz",2,1,42,1500000.0
8548,"Cauayan, Isabela",3,1,42,1850000.0
8549,"Quezon City / QC, Metro Manila",3,2,71,5900000.0
8550,"Alfonso, Cavite",5,3,166,9750000.0
8551,"San Fernando, Pampanga",2,1,40,3870000.0
8552,"Calamba, Laguna",3,2,64,3000000.0
8553,"Manolo Fortich, Bukidnon",2,1,44,1850000.0
8554,"Antipolo, Rizal",3,2,81,4780000.0
8555,"Tanza, Cavite",2,1,35,1860000.0
8556,"Tanza, Cavite",2,1,42,2080000.0
8557,"Quezon City / QC, Metro Manila",4,3,219,15500000.0
8558,"Quezon City / QC, Metro Manila",4,3,280,26300000.0
8559,"Lipa, Batangas",2,2,50,1560000.0
8560,"Santa Rosa, Laguna",2,1,40,3610000.0
8561,"Taytay, Rizal",3,2,140,9400000.0
8562,"Tarlac City, Tarlac",2,1,35,1520000.0
8563,"Bacoor, Cavite",3,1,60,5030000.0
8564,"Plaridel, Bulacan",2,1,26,1210000.0
8565,"Tanza, Cavite",2,1,42,1770000.0
8566,"Ivisan, Capiz",3,2,42,1600000.0
8567,"Bayugan, Agusan del Sur",3,1,42,1970000.0
8568,"Quezon City / QC, Metro Manila",4,4,100,12000000.0
8569,"Quezon City / QC, Metro Manila",3,2,89,5200000.0
8570,"Tanza, Cavite",2,1,40,1810000.0
8571,"Quezon City / QC, Metro Manila",4,4,112,21800000.0
8572,"Santa Maria, Bulacan",2,1,42,1260000.0
8573,"Angeles, Pampanga",2,1,46,938819.0
8574,"Bacolor, Pampanga",2,1,45,1700000.0
8575,"Ormoc, Leyte",4,3,85,6120000.0
8576,"Dumaguete, Negros Oriental",3,1,42,1560000.0
8577,"Bulakan, Bulacan",5,3,142,8640000.0
8578,"Dasmariñas, Cavite",2,1,44,995000.0
8579,"Tanza, Cavite",3,1,42,2190000.0
8580,"Porac, Pampanga",2,1,39,1510000.0
8581,"Fairview, Quezon City / QC, Metro Manila",7,11,1200,70000000.0
8582,"San Jose, Batangas",2,1,40,1160000.0
8583,"San Jose, Batangas",2,1,32,633000.0
8584,"Santa Maria, Bulacan",2,1,40,3370000.0
8585,"Porac, Pampanga",2,1,39,1490000.0
8586,"Nasugbu, Batangas",3,2,54,2200000.0
8587,"Quezon City / QC, Metro Manila",5,4,344,48000000.0
8588,"Dumaguete, Negros Oriental",2,1,44,1640000.0
8589,"Subic, Zambales",5,3,166,8780000.0
8590,"Urdaneta, Pangasinan",2,1,36,2000000.0
8591,"Calbayog, Samar",3,1,45,550000.0
8592,"Subic, Zambales",5,3,166,8780000.0
8593,"Dumaguete, Negros Oriental",2,1,44,1640000.0
8594,"Urdaneta, Pangasinan",2,1,36,2000000.0
8595,"Calbayog, Samar",3,1,45,550000.0
8596,"Dumaguete, Negros Oriental",2,1,36,1500000.0
8597,"Cagayan de Oro, Misamis Oriental",2,1,44,1860000.0
8598,"Lipa, Batangas",5,3,174,7840000.0
8599,"Tanza, Cavite",4,3,180,11000000.0
8600,"Dasmariñas, Cavite",4,2,97,4390000.0
8601,"Koronadal, South Cotabato",2,1,44,2750000.0
8602,"Clark, Angeles, Pampanga",3,3,390,16500000.0
8603,"Bacoor, Cavite",3,1,60,5030000.0
8604,"Subic, Zambales",5,3,100,6300000.0
8605,"Pavia, Iloilo",2,1,46,2880000.0
8606,"Mandaluyong, Metro Manila",2,2,85,5800000.0
8607,"Imus, Cavite",2,1,54,2400000.0
8608,"Quezon City / QC, Metro Manila",4,5,185,20800000.0
8609,"San Mateo, Rizal",3,2,164,11000000.0
8610,"Quezon City / QC, Metro Manila",3,3,180,9000000.0
8611,"Quezon City / QC, Metro Manila",4,3,300,10000000.0
8612,"Quezon City / QC, Metro Manila",3,3,121,6800000.0
8613,"Trece Martires, Cavite",2,1,42,1640000.0
8614,"Santa Rosa, Laguna",3,2,109,4490000.0
8615,"Cauayan, Isabela",2,1,22,1090000.0
8616,"Naic, Cavite",2,1,42,1260000.0
8617,"Tanza, Cavite",3,3,286,11800000.0
8618,"Calamba, Laguna",2,1,62,2810000.0
8619,"Bacoor, Cavite",2,1,185,16000000.0
8620,"Ormoc, Leyte",3,2,66,4210000.0
8621,"Fairview, Quezon City / QC, Metro Manila",4,4,171,11000000.0
8622,"Dasmariñas, Cavite",4,2,97,4390000.0
8623,"Taytay, Rizal",4,2,98,5330000.0
8624,"San Pedro, Laguna",3,1,46,7570000.0
8625,"Boracay, Malay, Aklan",2,2,85,12500000.0
8626,"Alaminos, Laguna",5,3,181,7600000.0
8627,"Meycauayan, Bulacan",2,1,51,2200000.0
8628,"Bauan, Batangas",2,1,35,1500000.0
8629,"Imus, Cavite",3,3,237,10000000.0
8630,"Quezon City / QC, Metro Manila",3,3,121,6800000.0
8631,"Oton, Iloilo",2,1,35,1680000.0
8632,"Bacolod, Negros Occidental",2,1,35,1580000.0
8633,"Iriga, Camarines Sur",2,1,44,1580000.0
8634,"Las Piñas, Metro Manila",2,1,51,3500000.0
8635,"Antipolo, Rizal",5,5,280,18000000.0
8636,"Parañaque, Metro Manila",5,5,360,34800000.0
8637,"Silay, Negros Occidental",0,1,22,659000.0
8638,"Tuguegarao, Cagayan",3,1,42,2009999.9999999998
8639,"Bauan, Batangas",3,1,42,2000000.0
8640,"Antipolo, Rizal",5,4,650,90000000.0
8641,"Tarlac City, Tarlac",3,2,106,3170000.0
8642,"Meycauayan, Bulacan",2,1,51,2200000.0
8643,"Baras, Rizal",3,1,42,2150000.0
8644,"Baras, Rizal",3,1,53,2440000.0
8645,"Tandang Sora, Quezon City / QC, Metro Manila",3,3,422,35000000.0
8646,"Alfonso, Cavite",5,3,142,9030000.0
8647,"Alfonso, Cavite",5,3,100,6810000.0
8648,"Bauan, Batangas",3,1,42,1880000.0
8649,"Bauan, Batangas",2,1,35,1500000.0
8650,"Calamba, Laguna",2,1,44,1530000.0
8651,"San Ildefonso, Bulacan",5,3,142,8740000.0
8652,"Lipa, Batangas",0,1,22,550000.0
8653,"Bay, Laguna",2,1,44,1320000.0
8654,"Santo Tomas, Batangas",2,1,35,1600000.0
8655,"Santo Tomas, Batangas",3,1,53,1960000.0
8656,"Balayan, Batangas",3,1,45,1200000.0
8657,"Bay, Laguna",2,1,44,1240000.0
8658,"Tanauan, Batangas",2,1,44,1200000.0
8659,"Bacoor, Cavite",3,3,177,21100000.0
8660,"Malolos, Bulacan",2,1,44,1600000.0
8661,"Tuguegarao, Cagayan",2,1,44,1600000.0
8662,"Quezon City / QC, Metro Manila",3,2,90,3800000.0
8663,"Mexico, Pampanga",2,2,59,3100000.0
8664,"Laoag, Ilocos Norte",3,2,66,5890000.0
8665,"Tanza, Cavite",3,2,66,6400000.0
8666,"Balanga, Bataan",3,3,42,1920000.0
8667,"Tuguegarao, Cagayan",3,1,42,2100000.0
8668,"Antipolo, Rizal",5,4,650,90000000.0
8669,"Bauan, Batangas",3,1,42,1880000.0
8670,"Bacong, Negros Oriental",2,1,42,1630000.0
8671,"San Pascual, Batangas",3,2,63,2860000.0
8672,"Alviera Industrial Park, Porac, Pampanga",3,2,85,8000000.0
8673,"Naic, Cavite",0,1,36,600000.0
8674,"Quezon City / QC, Metro Manila",3,2,90,3800000.0
8675,"Quezon City / QC, Metro Manila",4,5,520,30000000.0
8676,"Ivisan, Capiz",3,1,42,1810000.0
8677,"Santa Maria, Bulacan",3,2,66,5510000.0
8678,"Gapan, Nueva Ecija",2,1,143,7150000.0
8679,"Bacoor, Cavite",3,3,220,19500000.0
8680,"Alfonso, Cavite",2,1,40,4000000.0
8681,"San Mateo, Rizal",3,3,70,4530000.0
8682,"Dasmariñas, Cavite",3,2,100,5730000.0
8683,"Santa Rosa, Laguna",2,1,42,1850000.0
8684,"Santa Rosa, Laguna",3,2,70,4500000.0
8685,"Rosario, Batangas",4,3,70,3200000.0
8686,"Antipolo, Rizal",3,3,90,4550000.0
8687,"Rodriguez (Montalban), Rizal",3,3,92,4350000.0
8688,"Santa Rosa, Laguna",2,1,42,1850000.0
8689,"Santa Rosa, Laguna",3,2,70,4500000.0
8690,"Rosario, Batangas",4,3,70,3200000.0
8691,"Balanga, Bataan",3,1,42,1920000.0
8692,"Rodriguez (Montalban), Rizal",3,3,92,4350000.0
8693,"Antipolo, Rizal",3,3,90,4550000.0
8694,"Magalang, Pampanga",2,1,36,1980000.0
8695,"Pilar, Bataan",0,1,22,580000.0
8696,"Tanza, Cavite",3,1,50,2060000.0
8697,"Pandi, Bulacan",3,1,42,1890000.0
8698,"Manolo Fortich, Bukidnon",2,1,81,1870000.0
8699,"Manolo Fortich, Bukidnon",2,1,36,1990000.0
8700,"Dumaguete, Negros Oriental",3,2,40,3170000.0
8701,"Orani, Bataan",5,3,142,9380000.0
8702,"Angeles, Pampanga",3,3,95,6100000.0
8703,"Angeles, Pampanga",4,4,200,9500000.0
8704,"Angeles, Pampanga",2,1,150,12000000.0
8705,"Bauan, Batangas",3,1,42,1620000.0
8706,"Bacoor, Cavite",2,1,42,2930000.0
8707,"Imus, Cavite",3,3,237,10000000.0
8708,"Bacoor, Cavite",2,1,42,3700000.0
8709,"Rodriguez (Montalban), Rizal",2,1,44,1860000.0
8710,"Angeles, Pampanga",5,5,240,18800000.0
8711,"Angeles, Pampanga",4,3,100,6800000.0
8712,"Angeles, Pampanga",3,3,205,8900000.0
8713,"Angeles, Pampanga",5,5,280,17800000.0
8714,"Sariaya, Quezon",3,1,42,2020000.0
8715,"San Ildefonso, Bulacan",2,1,40,2760000.0
8716,"Bay, Laguna",2,1,44,1790000.0
8717,"Bacolod, Negros Occidental",3,1,42,2110000.0
8718,"Mandaluyong, Metro Manila",4,4,359,39500000.0
8719,"Dasmariñas, Cavite",2,111,44,1100000.0
8720,"Tagum, Davao del Norte",2,1,68,2930000.0
8721,"Fairview, Quezon City / QC, Metro Manila",4,4,118,6980000.0
8722,"Bacoor, Cavite",3,2,76,6650000.0
8723,"Angeles, Pampanga",5,4,220,10500000.0
8724,"Angeles, Pampanga",4,4,180,14900000.0
8725,"General Santos (Dadiangas), South Cotabato",2,1,44,1640000.0
8726,"Angeles, Pampanga",4,4,300,16500000.0
8727,"Angeles, Pampanga",4,4,260,22500000.0
8728,"Bacoor, Cavite",2,1,42,2930000.0
8729,"Danao, Cebu",2,1,44,1860000.0
8730,"Pasig, Metro Manila",5,5,280,19300000.0
8731,"Pasig, Metro Manila",5,5,300,18500000.0
8732,"Santa Maria, Bulacan",2,1,42,1710000.0
8733,"Batangas City, Batangas",2,1,40,3250000.0
8734,"Marilao, Bulacan",0,0,285,28300000.0
8735,"Subic, Zambales",5,3,166,9780000.0
8736,"Batangas City, Batangas",2,1,40,3250000.0
8737,"Marilao, Bulacan",0,0,285,28300000.0
8738,"Silay, Negros Occidental",0,1,22,949000.0
8739,"Subic, Zambales",5,3,166,9780000.0
8740,"Trece Martires, Cavite",2,1,30,2040000.0
8741,"Lipa, Batangas",5,3,132,8020000.0
8742,"Subic, Zambales",4,3,85,6650000.0
8743,"Gapan, Nueva Ecija",4,3,83,6370000.0
8744,"Gapan, Nueva Ecija",2,1,36,1970000.0
8745,"Bulakan, Bulacan",5,3,142,3890000.0
8746,"Antipolo, Rizal",5,5,300,17000000.0
8747,"Caloocan, Metro Manila",3,1,60,3900000.0
8748,"Bay, Laguna",2,1,44,1510000.0
8749,"Santa Rosa, Laguna",2,1,46,2630000.0
8750,"Antipolo, Rizal",2,1,61,4200000.0
8751,"Antipolo, Rizal",3,3,255,25000000.0
8752,"Angeles, Pampanga",6,6,370,25000000.0
8753,"Dasmariñas, Cavite",3,1,90,2700000.0
8754,"Antipolo, Rizal",4,4,93,4200000.0
8755,"Batangas City, Batangas",5,3,100,6970000.0
8756,"San Miguel, Bulacan",3,1,42,2000000.0
8757,"Carmona, Cavite",3,2,80,3200000.0
8758,"Santa Rosa, Nueva Ecija",2,1,40,2750000.0
8759,"Parañaque, Metro Manila",3,3,200,14000000.0
8760,"Trece Martires, Cavite",2,1,40,2540000.0
8761,"Tanza, Cavite",3,2,55,2800000.0
8762,"Parañaque, Metro Manila",3,2,140,14000000.0
8763,"Iloilo City, Iloilo",2,1,40,3170000.0
8764,"Labrador, Pangasinan",2,2,627,36000000.0
8765,"San Vicente, Camarines Norte",3,1,42,1700000.0
8766,"Tanza, Cavite",2,1,40,2800000.0
8767,"Mexico, Pampanga",2,1,32,830000.0
8768,"Santa Rosa, Nueva Ecija",3,2,66,5020000.0
8769,"Naic, Cavite",2,1,40,1760000.0
8770,"Bulakan, Bulacan",3,2,66,5620000.0
8771,"Clark, Angeles, Pampanga",2,1,45,1890000.0
8772,"Pili, Camarines Sur",2,1,36,2220000.0
8773,"Parañaque, Metro Manila",3,3,200,14000000.0
8774,"San Vicente, Camarines Norte",2,1,42,1660000.0
8775,"San Vicente, Camarines Norte",3,1,53,1910000.0
8776,"Silang, Cavite",4,4,360,28000000.0
8777,"Parañaque, Metro Manila",4,3,200,18000000.0
8778,"Silay, Negros Occidental",3,1,35,1800000.0
8779,"Bacoor, Cavite",2,1,40,4640000.0
8780,"Oton, Iloilo",2,1,40,3350000.0
8781,"Marikina, Metro Manila",6,7,514,42500000.0
8782,"Tayabas, Quezon",2,1,35,1640000.0
8783,"Lipa, Batangas",5,3,158,11400000.0
8784,"Santa Rosa, Nueva Ecija",3,2,66,5020000.0
8785,"Silang, Cavite",4,4,360,28000000.0
8786,"Baliuag, Bulacan",3,1,44,1510000.0
8787,"Iloilo City, Iloilo",2,1,40,3170000.0
8788,"General Trias, Cavite",3,1,40,1880000.0
8789,"Urdaneta, Pangasinan",3,2,66,5910000.0
8790,"General Trias, Cavite",3,3,130,9150000.0
8791,"Cabuyao, Laguna",2,1,36,1260000.0
8792,"Trece Martires, Cavite",2,1,46,3480000.0
8793,"Plaridel, Bulacan",3,2,110,6690000.0
8794,"Antipolo, Rizal",4,4,338,18000000.0
8795,"Mabalacat, Pampanga",2,1,45,1700000.0
8796,"San Fernando, Pampanga",0,1,54,530000.0
8797,"Parañaque, Metro Manila",5,4,325,36100000.0
8798,"Porac, Pampanga",2,1,107,1510000.0
8799,"Parañaque, Metro Manila",5,6,406,18000000.0
8800,"Pili, Camarines Sur",2,1,36,2220000.0
8801,"Pavia, Iloilo",2,1,31,1400000.0
8802,"Santa Barbara, Pangasinan",2,1,46,3060000.0
8803,"Santa Maria, Bulacan",3,2,63,4200000.0
8804,"Antipolo, Rizal",3,2,83,5000000.0
8805,"Oton, Iloilo",0,1,35,1690000.0
8806,"Sorsogon City, Sorsogon",2,1,35,1500000.0
8807,"Los Baños, Laguna",2,1,46,3180000.0
8808,"Oton, Iloilo",0,1,35,1690000.0
8809,"Alabang, Muntinlupa, Metro Manila",3,5,400,50000000.0
8810,"Sorsogon City, Sorsogon",2,1,35,1500000.0
8811,"Parañaque, Metro Manila",4,4,300,32799999.999999996
8812,"Los Baños, Laguna",2,1,46,3180000.0
8813,"Tagum, Davao del Norte",3,1,42,1950000.0
8814,"Sorsogon City, Sorsogon",2,1,35,1500000.0
8815,"Pagadian, Zamboanga del Sur",3,1,42,1940000.0
8816,"Silang, Cavite",3,2,53,8790000.0
8817,"Calamba, Laguna",2,1,36,2009999.9999999998
8818,"Bulakan, Bulacan",2,1,36,2049999.9999999998
8819,"General Trias, Cavite",2,1,44,1860000.0
8820,"Pandi, Bulacan",3,1,42,2350000.0
8821,"Taguig, Metro Manila",3,4,265,32700000.000000004
8822,"Imus, Cavite",4,3,169,8600000.0
8823,"San Jose del Monte, Bulacan",3,1,46,2150000.0
8824,"Oton, Iloilo",4,3,83,6400000.0
8825,"Dasmariñas, Cavite",2,1,52,7530000.0
8826,"Binangonan, Rizal",3,2,72,3560000.0
8827,"Santa Barbara, Pangasinan",2,1,40,2910000.0
8828,"Angeles, Pampanga",3,3,163,5700000.0
8829,"Santa Barbara, Pangasinan",2,1,53,4760000.0
8830,"Butuan, Agusan del Norte",2,1,88,1200000.0
8831,"Dasmariñas, Cavite",2,2,59,3000000.0
8832,"Cabanatuan, Nueva Ecija",2,2,53,4290000.0
8833,"Sorsogon City, Sorsogon",2,1,35,1500000.0
8834,"Santa Rosa, Laguna",3,2,109,15200000.0
8835,"Silang, Cavite",2,2,53,4730000.0
8836,"Santa Maria, Bulacan",3,2,63,4200000.0
8837,"Ozamiz, Misamis Occidental",2,1,44,1500000.0
8838,"Rodriguez (Montalban), Rizal",2,1,44,1910000.0
8839,"San Fernando, Pampanga",2,2,73,3100000.0
8840,"Urdaneta, Pangasinan",2,1,46,4310000.0
8841,"Bacoor, Cavite",5,4,206,3790000.0
8842,"Manolo Fortich, Bukidnon",2,1,36,1870000.0
8843,"Marilao, Bulacan",5,3,174,9550000.0
8844,"Bacolod, Negros Occidental",5,3,142,8140000.000000001
8845,"Trece Martires, Cavite",3,1,50,2890000.0
8846,"San Fernando, Pampanga",2,1,54,2020000.0
8847,"Dasmariñas, Cavite",2,1,52,7530000.0
8848,"Lipa, Batangas",0,1,24,480000.0
8849,"Angono, Rizal",4,3,163,16300000.0
8850,"Sorsogon City, Sorsogon",3,1,42,1800000.0
8851,"Calamba, Laguna",2,1,44,1640000.0
8852,"Tanauan, Batangas",3,1,42,1550000.0
8853,"Marikina, Metro Manila",3,2,110,5370000.0
8854,"Dumaguete, Negros Oriental",2,1,36,2700000.0
8855,"Ormoc, Leyte",3,1,45,2000000.0
8856,"Calamba, Laguna",2,1,44,1640000.0
8857,"Ormoc, Leyte",3,1,45,2000000.0
8858,"Tanauan, Batangas",3,1,42,1550000.0
8859,"Marikina, Metro Manila",3,2,110,5370000.0
8860,"Dumaguete, Negros Oriental",2,1,36,2700000.0
8861,"Silang, Cavite",2,2,53,4730000.0
8862,"Malaybalay, Bukidnon",2,1,42,2000000.0
8863,"Angeles, Pampanga",3,2,86,3210000.0
8864,"Batangas City, Batangas",3,2,90,4000000.0
8865,"Gapan, Nueva Ecija",2,1,36,2100000.0
8866,"Digos, Davao del Sur",3,1,45,2000000.0
8867,"Capas, Tarlac",2,2,66,2890000.0
8868,"Angeles, Pampanga",4,4,170,16000000.0
8869,"General Trias, Cavite",4,3,83,7640000.0
8870,"Oton, Iloilo",3,1,42,2200000.0
8871,"Cauayan, Isabela",2,1,40,3460000.0
8872,"Dumaguete, Negros Oriental",2,1,42,1540000.0
8873,"Angeles, Pampanga",6,8,750,120000000.0
8874,"Silang, Cavite",3,2,89,7010000.0
8875,"General Santos (Dadiangas), South Cotabato",4,3,166,9500000.0
8876,"Bacolod, Negros Occidental",4,3,83,6340000.0
8877,"Dumaguete, Negros Oriental",2,1,36,1640000.0
8878,"Alfonso, Cavite",2,1,40,4000000.0
8879,"Bauan, Batangas",0,1,22,580000.0
8880,"General Santos (Dadiangas), South Cotabato",4,4,216,13900000.0
8881,"Alfonso, Cavite",2,2,53,4440000.0
8882,"Alfonso, Cavite",3,2,66,4930000.0
8883,"San Mateo, Rizal",3,4,100,5000000.0
8884,"Marikina, Metro Manila",4,4,324,15000000.0
8885,"Silang, Cavite",3,2,89,7010000.0
8886,"Mariveles, Bataan",2,1,72,1170000.0
8887,"Calbayog, Samar",2,1,44,1640000.0
8888,"Calamba, Laguna",2,2,53,4930000.0
8889,"Calbayog, Samar",2,1,45,1800000.0
8890,"General Trias, Cavite",2,1,36,1800000.0
8891,"Meycauayan, Bulacan",3,1,26,2180000.0
8892,"Baliuag, Bulacan",2,2,40,1970000.0
8893,"Calbayog, Samar",2,1,36,1640000.0
8894,"Danao, Cebu",2,1,36,1640000.0
8895,"General Trias, Cavite",3,2,55,3040000.0
8896,"General Trias, Cavite",2,1,36,1640000.0
8897,"Dasmariñas, Cavite",2,1,44,1640000.0
8898,"Balayan, Batangas",2,1,36,1870000.0
8899,"Cagayan de Oro, Misamis Oriental",2,1,36,1640000.0
8900,"Dumaguete, Negros Oriental",5,3,142,7810000.0
8901,"Subic, Zambales",5,3,142,7330000.0
8902,"Clark, Porac, Pampanga",2,1,65,1800000.0
8903,"Capas, Tarlac",4,2,75,4080000.0
8904,"Antipolo, Rizal",3,2,66,4680000.0
8905,"Capas, Tarlac",4,2,75,4080000.0
8906,"General Santos (Dadiangas), South Cotabato",4,4,216,13900000.0
8907,"Caloocan, Metro Manila",3,1,64,5200000.0
8908,"Dasmariñas, Cavite",2,1,66,1500000.0
8909,"Tagudin, Ilocos Sur",2,1,44,1640000.0
8910,"Antipolo, Rizal",4,3,80,5970000.0
8911,"Silang, Cavite",3,3,110,6500000.0
8912,"Quezon City / QC, Metro Manila",3,2,88,4800000.0
8913,"San Jose del Monte, Bulacan",2,1,42,1900000.0
8914,"Clark, Porac, Pampanga",2,1,65,1800000.0
8915,"Subic, Zambales",5,3,142,7330000.0
8916,"Subic, Zambales",4,3,83,5850000.0
8917,"Zamboanga City, Zamboanga del Sur",4,3,110,3000000.0
8918,"Angeles, Pampanga",4,4,300,20000000.0
8919,"Antipolo, Rizal",3,2,66,5740000.0
8920,"Tanauan, Batangas",3,1,42,2000000.0
8921,"Las Piñas, Metro Manila",2,1,67,4099999.9999999995
8922,"Las Piñas, Metro Manila",4,3,181,8000000.0
8923,"Tuguegarao, Cagayan",3,1,42,2100000.0
8924,"Calauan, Laguna",0,1,22,520000.0
8925,"Calamba, Laguna",0,1,22,890000.0
8926,"Santa Maria, Bulacan",3,2,66,4810000.0
8927,"Santa Cruz, Laguna",2,1,46,2049999.9999999998
8928,"Santa Cruz, Laguna",2,1,46,2049999.9999999998
8929,"Santa Cruz, Laguna",2,1,46,2100000.0
8930,"Valenzuela, Metro Manila",3,2,66,5500000.0
8931,"Taytay, Rizal",3,2,63,11500000.0
8932,"Baras, Rizal",2,1,44,1500000.0
8933,"Manolo Fortich, Bukidnon",2,1,44,1850000.0
8934,"Caloocan, Metro Manila",3,2,97,4250000.0
8935,"Cainta, Rizal",3,2,72,4930000.0
8936,"Orani, Bataan",2,2,53,4410000.0
8937,"Cabuyao, Laguna",4,3,85,8210000.000000001
8938,"Parañaque, Metro Manila",4,3,107,5260000.0
8939,"Dasmariñas, Cavite",4,3,109,6900000.0
8940,"Malvar, Batangas",2,1,50,2200000.0
8941,"Cabanatuan, Nueva Ecija",3,2,66,4820000.0
8942,"Antipolo, Rizal",4,3,100,6500000.0
8943,"Tagaytay, Cavite",4,3,290,60000000.0
8944,"Fairview, Quezon City / QC, Metro Manila",3,3,88,5370000.0
8945,"Manolo Fortich, Bukidnon",2,1,44,1850000.0
8946,"Binangonan, Rizal",2,1,35,1410000.0
8947,"Bay, Laguna",5,3,100,8390000.0
8948,"Taguig, Metro Manila",3,2,56,10600000.0
8949,"Angeles, Pampanga",4,3,120,8800000.0
8950,"Parañaque, Metro Manila",3,3,111,5900000.0
8951,"Silay, Negros Occidental",0,1,22,628000.0
8952,"Las Piñas, Metro Manila",4,3,181,8000000.0
8953,"Bacoor, Cavite",2,2,52,3430000.0
8954,"Caloocan, Metro Manila",3,2,97,4250000.0
8955,"Santa Barbara, Pangasinan",2,2,53,4890000.0
8956,"Valenzuela, Metro Manila",2,1,36,2360000.0
8957,"Baliuag, Bulacan",5,3,142,7310000.0
8958,"Baliuag, Bulacan",2,1,36,1540000.0
8959,"Norzagaray, Bulacan",0,1,21,580029.0
8960,"Bacolod, Negros Occidental",0,2,72,680000.0
8961,"Baliuag, Bulacan",2,1,46,3290000.0
8962,"Baliuag, Bulacan",2,1,36,1630000.0
8963,"Alfonso, Cavite",5,3,100,6810000.0
8964,"Oton, Iloilo",2,1,50,4640000.0
8965,"Koronadal, South Cotabato",3,2,90,3800000.0
8966,"Tacloban, Leyte",3,3,84,3990000.0
8967,"Pandi, Bulacan",3,1,44,1700000.0
8968,"Manila, Metro Manila",6,6,240,18000000.0
8969,"Rodriguez (Montalban), Rizal",2,1,52,2200000.0
8970,"Pili, Camarines Sur",3,2,83,6350000.0
8971,"Calamba, Laguna",2,1,54,3060000.0
8972,"Calamba, Laguna",3,2,66,5320000.0
8973,"Bacolor, Pampanga",2,1,66,3800000.0
8974,"Cabanatuan, Nueva Ecija",4,3,100,6300000.0
8975,"Binangonan, Rizal",3,1,42,1890000.0
8976,"Binangonan, Rizal",3,1,42,1890000.0
8977,"Meycauayan, Bulacan",5,5,250,35000000.0
8978,"Angeles, Pampanga",5,3,132,8119999.999999999
8979,"Angeles, Pampanga",3,4,376,28500000.0
8980,"Calamba, Laguna",4,3,129,15300000.0
8981,"Las Piñas, Metro Manila",2,2,80,5500000.0
8982,"Baguio City Economic Zone, Baguio, Benguet",3,2,99,5500000.0
8983,"Ormoc, Leyte",2,1,36,1850000.0
8984,"Butuan, Agusan del Norte",3,1,42,2190000.0
8985,"General Trias, Cavite",2,1,30,2730000.0
8986,"Marilao, Bulacan",4,3,170,8390000.0
8987,"Ormoc, Leyte",2,1,36,2240000.0
8988,"Trece Martires, Cavite",3,2,65,5370000.0
8989,"Batangas City, Batangas",5,3,220,15000000.0
8990,"Parañaque, Metro Manila",4,4,273,22000000.0
8991,"Pasig, Metro Manila",3,2,90,6500000.0
8992,"Pili, Camarines Sur",0,1,22,555000.0
8993,"Lipa, Batangas",6,5,192,45000000.0
8994,"Kawit, Cavite",4,3,185,18300000.0
8995,"Plaridel, Bulacan",5,3,142,11200000.0
8996,"Plaridel, Bulacan",3,2,169,9110000.0
8997,"Davao City, Davao del Sur",2,2,130,9600000.0
8998,"Dasmariñas, Cavite",3,2,80,5900000.0
8999,"San Fernando, Pampanga",4,3,180,8800000.0
9000,"Davao City, Davao del Sur",2,2,130,9600000.0
9001,"San Fernando, Pampanga",4,3,180,8800000.0
9002,"Cagayan de Oro, Misamis Oriental",0,1,150,2600000.0
9003,"Oton, Iloilo",2,1,35,1680000.0
9004,"Bacoor, Cavite",5,3,166,22200000.0
9005,"Calamba, Laguna",4,3,129,15300000.0
9006,"San Antonio, Zambales",4,2,300,5000000.0
9007,"Calamba, Laguna",2,1,43,2040000.0
9008,"Caloocan, Metro Manila",2,1,56,3000000.0
9009,"Tanza, Cavite",0,1,57,700000.0
9010,"Roxas, Isabela",2,1,44,2100000.0
9011,"Silang, Cavite",3,1,93,4960000.0
9012,"Sorsogon City, Sorsogon",3,1,54,2100000.0
9013,"Lipa, Batangas",3,2,75,5740000.0
9014,"San Pedro, Laguna",2,2,70,5000000.0
9015,"Lipa, Batangas",2,1,46,1010000.0
9016,"Lipa, Batangas",3,1,60,2390000.0
9017,"Calbayog, Samar",3,1,45,2000000.0
9018,"Lipa, Batangas",3,2,65,4040000.0
9019,"Candelaria, Quezon",4,4,171,4500000.0
9020,"Biñan, Laguna",4,4,400,35000000.0
9021,"Sariaya, Quezon",0,1,22,921000.0
9022,"Calamba, Laguna",2,1,40,2009999.9999999998
9023,"Baliuag, Bulacan",4,3,116,4800000.0
9024,"Santa Rosa, Nueva Ecija",4,3,83,6420000.0
9025,"Urdaneta, Pangasinan",2,1,36,2020000.0
9026,"Urdaneta, Pangasinan",2,1,44,1780000.0
9027,"Bacong, Negros Oriental",2,1,36,1930000.0
9028,"San Juan, Batangas",3,2,103,7800000.0
9029,"Lipa, Batangas",4,3,88,3520000.0
