,Country,PrimaryDatabase,YearsWithThisDatabase,EmploymentStatus,JobTitle,HoursWorkedPerWeek,EmploymentSector,SalaryUSD
6147,United States,Microsoft SQL Server,23,Full time employee,Manager,45,Private business,125000.0
6148,United States,Microsoft SQL Server,15,Full time employee,DBA,45,Private business,116500.0
6149,United States,Microsoft SQL Server,20,Full time employee,DBA,40,Education,70000.0
6150,United States,Microsoft SQL Server,10,Full time employee,Developer,40,Private business,128000.0
6151,United States,Microsoft SQL Server,15,Full time employee,Developer,40,Private business,67000.0
6152,United States,Microsoft SQL Server,2,Full time employee,DBA,40,Private business,65000.0
6153,United States,Microsoft SQL Server,3,Full time employee,DBA,45,Private business,750000.0
6154,United States,Azure SQL DB,1,Full time employee,DBA,40,Private business,125000.0
6155,United States,Microsoft SQL Server,19,Full time employee,Developer,40,Private business,110000.0
6156,United States,Microsoft SQL Server,5,Full time employee,DBA,50,Education,99000.0
6157,Canada,Oracle,13,Full time employee,DBA,35,Government,72000.0
6158,United States,Microsoft SQL Server,12,Full time employee,DBA,50,Private business,88050.0
6159,United States,Microsoft SQL Server,18,Full time employee,Manager,50,Private business,152000.0
6160,United States,Microsoft SQL Server,6,Full time employee,DBA,40,Government,95000.0
6161,United States,Microsoft SQL Server,15,Full time employee,Developer,50,Private business,105000.0
6162,United States,Microsoft SQL Server,17,Full time employee,DBA,40,Private business,140000.0
6163,United States,Microsoft SQL Server,8,Full time employee,Developer,45,Private business,90000.0
6164,United States,Microsoft SQL Server,10,Full time employee,Engineer,48,Private business,120000.0
6165,United States,Microsoft SQL Server,4,Full time employee,Architect,42,Private business,74813.0
6166,Canada,Microsoft SQL Server,7,Full time employee,DBA,40,Private business,48650.0
6167,New Zealand,Microsoft SQL Server,11,Full time employee,DBA,40,Government,75000.0
6168,Slovenia,Microsoft SQL Server,5,Full time employee,Developer,48,Private business,35000.0
6169,United States,Microsoft SQL Server,30,Full time employee,DBA,40,Government,70180.0
6170,United States,Microsoft SQL Server,10,Full time employee,DBA,40,Education,88000.0
6171,New Zealand,Microsoft SQL Server,20,Others,DBA,40,Private business,165000.0
6172,United States,Microsoft SQL Server,23,Full time employee,Developer,40,Private business,140321.0
6173,United States,Microsoft SQL Server,3,Full time employee,DBA,40,Private business,66050.0
6174,United States,Microsoft SQL Server,8,Full time employee,DBA,45,Private business,98500.0
6175,Portugal,Microsoft SQL Server,10,Full time employee,DBA,37,Private business,30236.0
6176,United States,Microsoft SQL Server,17,Full time employee,Developer,50,Private business,120000.0
6177,United States,Microsoft SQL Server,5,Full time employee,Analyst,40,Private business,81000.0
6178,United States,Microsoft SQL Server,10,Full time employee,Developer,40,Private business,104000.0
6179,United States,Microsoft SQL Server,2,Full time employee,Developer,40,Private business,80000.0
6180,United States,Microsoft SQL Server,10,Full time employee,DBA,40,Private business,115000.0
6181,United States,Microsoft SQL Server,10,Full time employee,DBA,45,Private business,120000.0
6182,United States,SAP,8,Full time employee,DBA,45,Private business,122000.0
6183,United States,Microsoft SQL Server,7,Full time employee,DBA,50,Private business,80000.0
6184,United States,Microsoft SQL Server,10,Full time employee,DBA,50,Private business,96000.0
6185,United States,Microsoft SQL Server,22,Full time employee,DBA,45,Private business,154000.0
6186,United States,Microsoft SQL Server,20,Full time employee,DBA,45,Non-profit,120000.0
6187,New Zealand,Amazon RDS,6,Full time employee,Developer,40,Private business,69000.0
6188,United States,Microsoft SQL Server,8,Full time employee,Architect,40,Non-profit,91000.0
6189,Germany,Microsoft SQL Server,10,Full time employee,DBA,45,Private business,94000.0
6190,United States,Microsoft SQL Server,20,Others,DBA,50,Private business,250000.0
6191,Poland,Microsoft SQL Server,10,Full time employee,Manager,40,Private business,63500.0
6192,United States,Microsoft SQL Server,17,Full time employee,DBA,35,Private business,90000.0
6193,United States,Microsoft SQL Server,9,Full time employee,DBA,40,Private business,77624.0
6194,United States,Microsoft SQL Server,6,Full time employee,DBA,37,Private business,70000.0
6195,Germany,Microsoft SQL Server,15,Full time employee,Engineer,40,Private business,90500.0
6196,Netherlands,Microsoft SQL Server,7,Full time employee,DBA,45,Private business,26400.0
6197,United States,Microsoft SQL Server,18,Full time employee,Architect,40,Private business,153027.0
6198,United States,Microsoft SQL Server,10,Full time employee,Manager,40,Private business,121000.0
6199,United States,Microsoft SQL Server,10,Full time employee,DBA,42,Private business,102000.0
6200,Belgium,Microsoft SQL Server,10,Others,DBA,40,Private business,180000.0
6201,United States,Microsoft SQL Server,11,Full time employee,DBA,45,Private business,81471.0
6202,United States,Azure SQL DB,2,Full time employee,DBA,40,Private business,102200.0
6203,United States,Microsoft SQL Server,10,Full time employee,DBA,45,Private business,86000.0
6204,United Kingdom,Microsoft SQL Server,2,Full time employee,DBA,40,Private business,47500.0
6205,United States,Microsoft SQL Server,20,Full time employee,DBA,40,Private business,83018.0
6206,United States,Microsoft SQL Server,17,Full time employee,DBA,40,Private business,96000.0
6207,United States,Microsoft SQL Server,6,Full time employee,Developer,40,Private business,150000.0
6208,United States,Microsoft SQL Server,22,Others,DBA,48,Private business,240000.0
6209,Australia,Microsoft SQL Server,20,Full time employee,DBA,40,Government,82900.0
6210,United States,Microsoft SQL Server,10,Full time employee,Developer,42,Private business,95000.0
6211,United States,Microsoft SQL Server,13,Full time employee,DBA,40,Private business,110000.0
6212,United States,Microsoft SQL Server,6,Full time employee,DBA,40,Private business,90250.0
6213,United States,Microsoft SQL Server,20,Full time employee,DBA,45,Private business,104000.0
6214,United States,Microsoft SQL Server,16,Full time employee,Manager,45,Private business,165000.0
6215,United States,Microsoft SQL Server,4,Full time employee,Analyst,41,Private business,75000.0
6216,United States,Microsoft SQL Server,15,Full time employee,Analyst,40,Private business,105000.0
6217,United States,Microsoft SQL Server,8,Full time employee,Developer,40,Private business,104000.0
6218,United States,Microsoft SQL Server,3,Full time employee,Developer,40,Private business,67000.0
6219,United Kingdom,Microsoft SQL Server,5,Full time employee,DBA,35,Private business,43700.0
6220,Australia,Microsoft SQL Server,8,Full time employee,DBA,38,Non-profit,100000.0
6221,United States,Microsoft SQL Server,10,Full time employee,Manager,70,Private business,164000.0
6222,Australia,Microsoft SQL Server,20,Full time employee,Developer,40,Private business,90000.0
6223,Peru,Microsoft SQL Server,7,Full time employee,DBA,48,Private business,25000.0
6224,Germany,Microsoft SQL Server,4,Full time employee,DBA,40,Government,54330.0
6225,United States,Microsoft SQL Server,5,Full time employee,DBA,40,Non-profit,88000.0
6226,Poland,Microsoft SQL Server,11,Full time employee,DBA,40,Private business,58250.0
6227,United States,Amazon RDS,2,Full time employee,DBA,45,Private business,71000.0
6228,United States,Microsoft SQL Server,3,Full time employee,Developer,40,Private business,85654.0
6229,United States,Microsoft SQL Server,8,Full time employee,Developer,40,Private business,105000.0
6230,United States,Microsoft SQL Server,15,Full time employee,Architect,40,Government,106000.0
6231,United States,Microsoft SQL Server,3,Full time employee,Developer,45,Private business,87000.0
6232,Australia,Microsoft SQL Server,5,Full time employee,Developer,40,Private business,72000.0
6233,United States,Microsoft SQL Server,4,Full time employee,Data Scientist,37,Private business,71000.0
6234,United States,Microsoft SQL Server,18,Full time employee,Manager,40,Private business,65000.0
6235,United States,Microsoft SQL Server,2,Full time employee,Developer,35,Private business,40000.0
6236,United States,Microsoft SQL Server,4,Full time employee,Developer,35,Private business,68000.0
6237,United States,Microsoft SQL Server,20,Full time employee,DBA,43,Private business,119000.0
6238,United States,Microsoft SQL Server,12,Full time employee,DBA,45,Private business,101000.0
6239,United Kingdom,Microsoft SQL Server,20,Others,Architect,45,Private business,125000.0
6240,United States,Microsoft SQL Server,20,Full time employee,DBA,50,Private business,125000.0
6241,Croatia,Microsoft SQL Server,7,Full time employee,Manager,45,Private business,22000.0
6242,United States,Microsoft SQL Server,20,Full time employee,Developer,42,Private business,133700.0
6243,United States,Microsoft SQL Server,20,Full time employee,Architect,45,Private business,150000.0
6244,United States,Microsoft SQL Server,17,Full time employee,DBA,45,Private business,129800.0
6245,United States,Microsoft SQL Server,8,Full time employee,Architect,45,Private business,100000.0
6246,Australia,Microsoft SQL Server,5,Full time employee,DBA,37,Private business,87000.0
6247,United States,Oracle,5,Full time employee,Developer,45,Private business,119000.0
6248,United States,Microsoft SQL Server,14,Full time employee,Developer,40,Private business,165000.0
6249,United States,Microsoft SQL Server,5,Full time employee,Architect,45,Private business,200000.0
6250,Australia,Microsoft SQL Server,6,Full time employee,DBA,38,Private business,70000.0
6251,Hong Kong,Microsoft SQL Server,10,Full time employee,DBA,45,Private business,107000.0
6252,Taiwan,Microsoft SQL Server,13,Full time employee,DBA,40,Private business,51000.0
6253,United States,Microsoft SQL Server,17,Full time employee,DBA,50,Private business,110000.0
6254,United States,Microsoft SQL Server,10,Full time employee,Developer,40,Private business,78052.0
6255,Australia,Microsoft SQL Server,8,Full time employee,DBA,40,Private business,119000.0
6256,United States,Microsoft SQL Server,18,Full time employee,Developer,36,Private business,125000.0
6257,Australia,Microsoft SQL Server,15,Full time employee,DBA,38,Private business,94000.0
6258,Australia,Microsoft SQL Server,3,Full time employee,DBA,38,Private business,127000.0
6259,United States,Microsoft SQL Server,5,Full time employee,Developer,44,Private business,91000.0
6260,India,Microsoft SQL Server,8,Full time employee,DBA,47,Private business,11800.0
6261,United States,Microsoft SQL Server,1,Full time employee,DBA,44,Private business,55000.0
6262,Switzerland,Microsoft SQL Server,10,Full time employee,DBA,42,Private business,135000.0
6263,Netherlands,Microsoft SQL Server,5,Full time employee,Developer,45,Private business,80000.0
6264,United States,Microsoft SQL Server,10,Full time employee,DBA,40,Private business,90000.0
6265,Switzerland,Microsoft SQL Server,22,Full time employee,DBA,42,Private business,130000.0
6266,South Africa,Microsoft SQL Server,15,Full time employee,Developer,40,Private business,54000.0
6267,Germany,Microsoft SQL Server,6,Full time employee,Analyst,40,Private business,63400.0
6268,Australia,Microsoft SQL Server,10,Full time employee,Developer,38,Private business,82970.0
6269,Slovenia,Microsoft SQL Server,15,Full time employee,DBA,45,Private business,48000.0
6270,Belgium,Microsoft SQL Server,15,Full time employee,DBA,40,Private business,70000.0
6271,Germany,Microsoft SQL Server,18,Others,Developer,35,Private business,70000.0
6272,Germany,Microsoft SQL Server,4,Full time employee,DBA,45,Private business,75000.0
6273,United Kingdom,Microsoft SQL Server,18,Full time employee,DBA,37,Education,60000.0
6274,Romania,Microsoft SQL Server,12,Full time employee,DBA,40,Private business,58000.0
6275,Bulgaria,Microsoft SQL Server,15,Full time employee,Manager,45,Private business,63000.0
6276,Germany,Microsoft SQL Server,7,Full time employee,DBA,45,Private business,42000.0
6277,Denmark,Microsoft SQL Server,3,Full time employee,Manager,40,Private business,86000.0
6278,United Kingdom,Microsoft SQL Server,4,Full time employee,Developer,40,Private business,45170.0
6279,United Kingdom,Microsoft SQL Server,10,Full time employee,Engineer,37,Education,36000.0
6280,United Kingdom,Microsoft SQL Server,2,Full time employee,DBA,40,Government,28495.0
6281,Switzerland,Microsoft SQL Server,20,Full time employee,DBA,42,Private business,150000.0
6282,United Kingdom,Microsoft SQL Server,8,Full time employee,DBA,40,Education,65000.0
6283,United Kingdom,Microsoft SQL Server,6,Others,DBA,38,Government,89000.0
6284,Poland,Microsoft SQL Server,3,Full time employee,DBA,40,Private business,21000.0
6285,United Kingdom,Microsoft SQL Server,3,Full time employee,DBA,37,Government,35000.0
